id,name,country,type_id,vintage_type,is_natural,acidity,fizziness,intensity,sweetness,tannin,flavor,rating_count,rating
1166468,I Castei Campo Casalin Amarone della Valpolicella Classico,Italia,1,0,False,2.2251046,,4.7635617,3.3676953,2.3367429,"oak,black_fruit,dried_fruit,earth,spices,red_fruit,non_oak,microbio,vegetal,floral,citrus_fruit",2774,4.3
77305,Cerequio Barolo,Italia,1,0,False,4.6708736,,3.8270323,1.7455646,4.5102515,"earth,oak,red_fruit,black_fruit,spices,floral,dried_fruit,citrus_fruit,non_oak,microbio,tropical_fruit,tree_fruit,vegetal",1562,4.4
1631901,Larose Red Blend,New Zealand,1,0,False,3.8421605,,3.9805737,1.5589817,3.6676288,"black_fruit,oak,earth,spices,red_fruit,tropical_fruit,floral,vegetal,dried_fruit,non_oak,microbio,tree_fruit,citrus_fruit",1851,4.4
1153456,Gran Malbec (X),Argentina,1,0,False,2.686624,,4.00302,2.0896962,2.814903,"oak,black_fruit,red_fruit,earth,spices,floral,dried_fruit,non_oak,microbio,vegetal,tree_fruit,citrus_fruit,tropical_fruit",11333,4.3
1213299,Vosne-Romanée,France,1,0,False,4.048217,,2.8511367,1.5936238,2.8571959,"red_fruit,oak,earth,black_fruit,spices,dried_fruit,microbio,floral,vegetal,non_oak",1419,4.2
3882585,20 Years Old Tawny Port,Portugal,24,1,False,,,,,,"oak,non_oak,dried_fruit,citrus_fruit,microbio,earth,tree_fruit,spices,vegetal",114,4.4
79814,Flor de Pingus,España,1,0,False,3.737885,,3.9214814,1.8264245,3.5358877,"oak,black_fruit,earth,red_fruit,spices,dried_fruit,microbio,floral,non_oak,citrus_fruit,vegetal,tree_fruit,tropical_fruit",27656,4.5
18931,La Grande Année Brut Champagne,France,3,0,False,4.3797374,4.3188486,4.0839624,,,"non_oak,tree_fruit,oak,earth,citrus_fruit,microbio,red_fruit,vegetal,tropical_fruit,dried_fruit,spices,floral,black_fruit",20235,4.5
1658,Tenuta Guado al Tasso Bolgheri Superiore,Italia,1,0,False,3.4168234,,3.9333503,1.7419934,3.8810318,"oak,black_fruit,earth,spices,red_fruit,dried_fruit,floral,microbio,vegetal,non_oak,citrus_fruit,tree_fruit,tropical_fruit",28227,4.4
4086,Almaviva,Chile,1,0,False,3.040782,,4.581405,1.9011705,3.5381327,"oak,black_fruit,earth,spices,red_fruit,dried_fruit,floral,non_oak,microbio,vegetal,citrus_fruit,tree_fruit,tropical_fruit",44456,4.6
1176121,Ben Ryé Passito di Pantelleria,Italia,7,0,False,,,,,,"tree_fruit,earth,citrus_fruit,dried_fruit,oak,non_oak,microbio,tropical_fruit,floral,black_fruit,spices,red_fruit,vegetal",17648,4.5
1247692,Bramare Malbec Uco Valley,Argentina,1,0,False,2.695975,,4.026586,2.2037673,2.7578156,"oak,black_fruit,earth,red_fruit,spices,floral,non_oak,dried_fruit,microbio,vegetal,citrus_fruit,tree_fruit,tropical_fruit",16052,4.4
1234111,EPU,Chile,1,0,False,2.9738548,,4.5177884,1.8377451,3.5045972,"oak,black_fruit,earth,spices,red_fruit,non_oak,dried_fruit,floral,tree_fruit,microbio,vegetal,citrus_fruit,tropical_fruit",23572,4.4
1235058,Gran Enemigo,Argentina,1,0,False,3.606156,,4.4486513,1.9064126,3.6128078,"oak,black_fruit,earth,spices,red_fruit,floral,non_oak,dried_fruit,vegetal,microbio,citrus_fruit",15679,4.5
2926759,Gran Enemigo Single Vineyard Agrelo Cabernet Franc,Argentina,1,0,False,,,,,,"oak,black_fruit,earth,spices,red_fruit,floral,dried_fruit,vegetal,citrus_fruit,non_oak,microbio",11957,4.6
1558589,Brunello di Montalcino,Italia,1,0,False,3.8030148,,3.1557033,1.606355,3.613278,"earth,oak,red_fruit,black_fruit,spices,dried_fruit,floral,citrus_fruit,vegetal,non_oak,microbio,tree_fruit,tropical_fruit",24176,4.5
1977,Don Maximiano Founder's Reserve,Chile,1,0,False,3.119716,,4.6033454,1.8555639,3.5956438,"oak,black_fruit,earth,spices,red_fruit,non_oak,dried_fruit,floral,vegetal,microbio,tropical_fruit,citrus_fruit,tree_fruit",15194,4.4
9958,Dominus (Christian Moueix),United States,1,0,False,3.827852,,4.641668,1.7000722,3.525627,"oak,black_fruit,earth,spices,red_fruit,microbio,vegetal,floral,dried_fruit,non_oak,citrus_fruit,tree_fruit,tropical_fruit",19254,4.5
1240543,Chryseia Douro,Portugal,1,0,False,3.069325,,4.467943,1.9566948,3.566634,"black_fruit,oak,earth,red_fruit,spices,floral,dried_fruit,microbio,non_oak,vegetal,tree_fruit,citrus_fruit",14688,4.5
77172,Toro,España,1,0,False,2.693921,,4.3335443,1.7818524,3.3211212,"oak,black_fruit,earth,spices,red_fruit,dried_fruit,non_oak,floral,microbio,citrus_fruit,vegetal,tree_fruit,tropical_fruit",50922,4.4
23337,Tinto,España,1,0,False,3.717516,,3.9944918,1.8129832,3.5295432,"oak,black_fruit,earth,red_fruit,spices,microbio,dried_fruit,floral,non_oak,vegetal,citrus_fruit,tree_fruit,tropical_fruit",30117,4.3
5746163,Vigne Vecchie Primitivo di Manduria,Italia,1,0,False,2.03942,,4.082084,3.1458528,2.4655147,"oak,black_fruit,red_fruit,dried_fruit,spices,earth,non_oak,floral,vegetal",1977,4.5
1468452,Lupi Rezerva,Moldova,1,0,False,,,,,,"oak,black_fruit,red_fruit,earth,spices,dried_fruit,microbio,floral,non_oak,tree_fruit,vegetal,citrus_fruit",5329,4.5
1176258,Finca Altamira Malbec,Argentina,1,0,False,2.863531,,3.9401107,2.0854056,2.636102,"black_fruit,oak,earth,red_fruit,spices,floral,microbio,dried_fruit,non_oak,citrus_fruit,vegetal,tree_fruit,tropical_fruit",7180,4.5
84726,Corte A,Argentina,1,0,False,,,,,,"oak,black_fruit,earth,red_fruit,spices,dried_fruit,microbio,non_oak,floral,vegetal,tree_fruit,citrus_fruit",8650,4.4
25474,Aconcagua Valley,Chile,1,0,False,3.1218777,,4.567079,1.8922207,3.5668335,"oak,black_fruit,earth,spices,red_fruit,floral,vegetal,non_oak,microbio,dried_fruit,citrus_fruit,tree_fruit,tropical_fruit",15308,4.5
9220,Grand Vin de Château Palmer (Grand Cru Classé),France,1,0,False,4.1446414,,3.7387655,1.700237,3.8040142,"oak,earth,black_fruit,spices,red_fruit,floral,dried_fruit,microbio,non_oak,vegetal,citrus_fruit,tree_fruit,tropical_fruit",25080,4.5
1125543,Pauillac (Grand Cru Classé),France,1,0,False,4.158489,,4.0583177,1.5961993,4.1026163,"oak,earth,black_fruit,red_fruit,spices,floral,dried_fruit,microbio,vegetal,non_oak,tree_fruit,citrus_fruit,tropical_fruit",34668,4.4
16778,Saint-Émilion Grand Cru (Premier Grand Cru Classé),France,1,0,False,3.3852046,,4.1266303,1.6357479,3.4474916,"oak,earth,black_fruit,spices,red_fruit,dried_fruit,floral,vegetal,microbio,non_oak,citrus_fruit,tree_fruit,tropical_fruit",21396,4.4
81650,Lote 43 Cabernet Sauvignon - Merlot,Brasil,1,0,False,3.0046897,,4.373241,1.6983068,3.3740375,"oak,black_fruit,earth,spices,red_fruit,dried_fruit,floral,vegetal,non_oak,microbio,tropical_fruit,citrus_fruit",19576,4.1
2057239,Longitude Blanc de Blancs Champagne Premier Cru,France,3,1,True,4.336449,4.3403363,3.8815517,,,"tree_fruit,citrus_fruit,non_oak,earth,microbio,oak,vegetal,tropical_fruit,spices,floral,red_fruit,dried_fruit,black_fruit",5341,4.2
1132696,Reserva 5 Año,España,1,0,False,3.7624114,,3.9949193,1.6920061,3.5944018,"oak,black_fruit,earth,red_fruit,spices,dried_fruit,non_oak,microbio,vegetal,floral,citrus_fruit,tree_fruit,tropical_fruit",18331,4.1
2407103,Brut Réserve Champagne,France,3,1,False,4.263985,4.25102,3.8861184,,,"tree_fruit,non_oak,citrus_fruit,earth,microbio,oak,red_fruit,vegetal,floral,tropical_fruit,spices,dried_fruit,black_fruit",5067,4.2
1926947,Primitivo di Manduria Zolla,Italia,1,0,False,1.7952013,,4.0226088,3.0692658,2.182622,"oak,black_fruit,red_fruit,earth,spices,dried_fruit,microbio,non_oak,floral,vegetal,citrus_fruit,tree_fruit,tropical_fruit",28432,4.2
1659,Tenuta Guado al Tasso Il Bruciato Bolgheri,Italia,1,0,False,3.4116256,,3.9718444,1.6893415,3.8174827,"oak,black_fruit,earth,red_fruit,spices,microbio,dried_fruit,floral,non_oak,vegetal,citrus_fruit,tree_fruit,tropical_fruit",66726,4.1
22917,Brunello di Montalcino,Italia,1,0,False,3.7969618,,3.1924675,1.4745625,3.4769933,"oak,earth,red_fruit,black_fruit,spices,dried_fruit,floral,non_oak,microbio,vegetal,citrus_fruit,tree_fruit,tropical_fruit",65778,4.2
54214,Brunello di Montalcino,Italia,1,0,False,3.807921,,3.170321,1.5177071,3.5553033,"oak,earth,red_fruit,black_fruit,spices,dried_fruit,floral,citrus_fruit,microbio,vegetal,non_oak,tree_fruit,tropical_fruit",33984,4.2
1868,Nicolás Catena Zapata,Argentina,1,0,False,3.0605233,,4.292953,1.8568822,3.2173672,"oak,black_fruit,earth,spices,red_fruit,floral,dried_fruit,vegetal,microbio,non_oak,citrus_fruit,tropical_fruit,tree_fruit",23989,4.4
1712454,Antonio Castagnedi Amarone della Valpolicella,Italia,1,0,False,2.2591057,,4.710736,3.2249877,2.3013656,"oak,black_fruit,earth,dried_fruit,red_fruit,spices,microbio,non_oak,vegetal,floral,citrus_fruit,tree_fruit,tropical_fruit",15958,4.2
9997,Numina Gran Corte,Argentina,1,0,False,3.5434904,,4.4557047,1.8990053,3.5009956,"oak,black_fruit,red_fruit,earth,spices,floral,dried_fruit,microbio,non_oak,citrus_fruit,tree_fruit,vegetal,tropical_fruit",15573,4.2
19923,Grand Vintage Brut Champagne,France,3,0,False,4.4368715,4.432325,4.0246778,,,"non_oak,tree_fruit,citrus_fruit,earth,oak,microbio,tropical_fruit,vegetal,red_fruit,spices,floral,black_fruit,dried_fruit",15168,4.2
1292924,Bonarda,Argentina,1,0,False,3.9004273,,3.4265149,2.1910183,2.451899,"oak,black_fruit,earth,red_fruit,spices,floral,dried_fruit,tree_fruit,microbio,citrus_fruit,non_oak,vegetal,tropical_fruit",18473,4.3
19265,Barbaresco,Italia,1,0,False,4.720487,,3.7703,1.4400661,4.137492,"red_fruit,earth,oak,spices,black_fruit,floral,dried_fruit,citrus_fruit,microbio,non_oak,vegetal,tree_fruit,tropical_fruit",35458,4.0
51934,De Sangre Lujan de Cuyo Malbec,Argentina,1,0,False,2.7094507,,3.8733044,2.0628815,2.5645895,"oak,black_fruit,earth,red_fruit,spices,floral,microbio,dried_fruit,non_oak,vegetal,citrus_fruit,tree_fruit,tropical_fruit",45098,4.1
89013,Rioja Reserva,España,1,0,False,3.7009811,,3.8378887,1.691575,3.7961345,"oak,black_fruit,earth,red_fruit,spices,dried_fruit,non_oak,microbio,floral,citrus_fruit,vegetal,tree_fruit",22365,4.1
1108063,Sideral,Chile,1,0,False,,,,,,"oak,black_fruit,earth,red_fruit,spices,vegetal,microbio,dried_fruit,non_oak,floral,citrus_fruit,tropical_fruit,tree_fruit",28773,4.2
2656,Salmos,España,1,0,False,3.4723032,,4.769554,1.7631177,3.2333813,"oak,black_fruit,earth,red_fruit,spices,dried_fruit,non_oak,microbio,floral,vegetal,citrus_fruit,tree_fruit,tropical_fruit",17788,4.1
16226,Crianza Tinto,España,1,0,False,3.684956,,3.8627403,1.7952429,3.4718537,"oak,black_fruit,red_fruit,earth,spices,microbio,dried_fruit,non_oak,floral,vegetal,citrus_fruit,tree_fruit",28759,4.1
1175699,Alvarinho,Portugal,2,0,False,4.345142,,1.7968445,1.5171753,,"tree_fruit,citrus_fruit,earth,tropical_fruit,vegetal,microbio,oak,floral,spices,non_oak,red_fruit,black_fruit,dried_fruit",26094,4.1
68924,Chardonnay - Chardonnay,Argentina,2,0,False,2.93268,,3.520463,2.184514,,"oak,tropical_fruit,tree_fruit,earth,citrus_fruit,microbio,vegetal,non_oak,spices,black_fruit,red_fruit",11222,4.1
1214739,Amaranta Montepulciano d'Abruzzo,Italia,1,0,False,3.7243083,,3.077583,1.9201397,2.822435,"oak,black_fruit,red_fruit,earth,spices,microbio,dried_fruit,non_oak,floral,vegetal,citrus_fruit,tree_fruit,tropical_fruit",18556,4.3
4091,Pauillac (Grand Cru Classé),France,1,0,False,4.165444,,4.2134013,1.5928589,4.168352,"oak,black_fruit,earth,red_fruit,spices,floral,dried_fruit,non_oak,microbio,vegetal,tree_fruit,citrus_fruit,tropical_fruit",25360,4.1
